"filename", "language", "PostCSS", "JavaScript JSX", "XML", "JSON", "HTML", "comment", "blank", "total"
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\WatchIcon.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow left black.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow left deactivated.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow left yellow.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow right black.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow right deactivated.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\Design elements\arrow right yellow.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\SyndmusteList.css", "PostCSS", 34, 0, 0, 0, 0, 0, 4, 38
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\SyndmusteList\SyndmusteList.jsx", "JavaScript JSX", 0, 52, 0, 0, 0, 2, 24, 78
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtBigTile.css", "PostCSS", 99, 0, 0, 0, 0, 1, 19, 119
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtBigTile.jsx", "JavaScript JSX", 0, 65, 0, 0, 0, 5, 28, 98
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtGalerii.css", "PostCSS", 39, 0, 0, 0, 0, 1, 8, 48
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtGalerii.jsx", "JavaScript JSX", 0, 82, 0, 0, 0, 1, 19, 102
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtGaleriiTile.css", "PostCSS", 45, 0, 0, 0, 0, 1, 14, 60
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtGaleriiTile.jsx", "JavaScript JSX", 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtHeader.css", "PostCSS", 66, 0, 0, 0, 0, 0, 10, 76
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtHeader.jsx", "JavaScript JSX", 0, 53, 0, 0, 0, 0, 18, 71
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtVaataVeel.css", "PostCSS", 84, 0, 0, 0, 0, 1, 15, 100
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Components\UudisLehtVaataVeel.jsx", "JavaScript JSX", 0, 71, 0, 0, 0, 3, 21, 95
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Content\Sisu.jsx", "JavaScript JSX", 0, 33, 0, 0, 0, 84, 8, 125
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\arrow left white.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\arrow left yellow.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\arrow right white.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\arrow right yellow.svg", "XML", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\plus icon activated.svg", "XML", 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\plus icon.svg", "XML", 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\quit icon activated.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\Design elements\quit icon.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\UudisLeht.css", "PostCSS", 35, 0, 0, 0, 0, 0, 5, 40
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\UudisLeht\UudisLeht.jsx", "JavaScript JSX", 0, 49, 0, 0, 0, 2, 14, 65
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Components\UudisedTile.css", "PostCSS", 144, 0, 0, 0, 0, 1, 33, 178
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Components\UudisedTile.jsx", "JavaScript JSX", 0, 64, 0, 0, 0, 4, 28, 96
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Components\UudisedTilesGrid.css", "PostCSS", 43, 0, 0, 0, 0, 1, 9, 53
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Components\UudisedTilesGrid.jsx", "JavaScript JSX", 0, 30, 0, 0, 0, 2, 16, 48
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Content\Uudised.json", "JSON", 0, 0, 0, 110, 0, 0, 1, 111
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Uudised.css", "PostCSS", 36, 0, 0, 0, 0, 0, 5, 41
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\Lehekyljed\Uudised\Uudised.jsx", "JavaScript JSX", 0, 47, 0, 0, 0, 3, 16, 66
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\General\facebook logo white.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\General\faceook logo yellow.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\General\instagram logo white.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\General\instagram logo yellow.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\General\must valge bg logo ajutine.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\assets\react.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\hooks\UseIsTouchDevice.jsx", "JavaScript JSX", 0, 16, 0, 0, 0, 1, 6, 23
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\index.css", "PostCSS", 345, 0, 0, 0, 0, 10, 74, 429
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\main.jsx", "JavaScript JSX", 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\rasmu\OneDrive\Desktop\Projektid\Eesti liputoimkondade veebisait\ell.ee\src\tests\example.test.jsx", "JavaScript JSX", 0, 7, 0, 0, 0, 0, 1, 8
"Total", "-", 4087, 3274, 197, 1337, 3424, 252, 2707, 15278
